category_class	label	harrisons_view	matrix_txgnn_grouping	mondo_top_grouping
MONDO:0000476	generalized dystonia	hereditary_disease	other	hereditary_disease|nervous_system_disorder
MONDO:0000477	focal dystonia	other	other	nervous_system_disorder
MONDO:0000478	multifocal dystonia	other	other	nervous_system_disorder
MONDO:0000479	segmental dystonia	other	other	nervous_system_disorder
MONDO:0000480	anismus	other	other	musculoskeletal_system_disorder|nervous_system_disorder
MONDO:0000481	cervical dystonia	other	other	nervous_system_disorder
MONDO:0000482	focal hand dystonia	other	other	nervous_system_disorder
MONDO:0000483	oculogyric crisis	other	other	nervous_system_disorder
MONDO:0000485	spasmodic dystonia	other	other	respiratory_system_disorder|nervous_system_disorder
MONDO:0000486	craniofacial dystonia	other	other	nervous_system_disorder
MONDO:0000487	hemidystonia	other	other	nervous_system_disorder
MONDO:0000488	periampullary adenoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|digestive_system_disorder
MONDO:0000489	diabetic encephalopathy	other	other	nervous_system_disorder
MONDO:0000490	glomerulosclerosis	other	other	urinary_system_disorder
MONDO:0000491	limb ischemia	other	cardiovascular_disorder	cardiovascular_disorder
MONDO:0000492	chronic venous insufficiency	other	cardiovascular_disorder	cardiovascular_disorder
MONDO:0000494	renal fibrosis	other	other	urinary_system_disorder
MONDO:0000495	oppositional defiant disorder	other	psychiatric_disorder	psychiatric_disorder|nervous_system_disorder
MONDO:0000496	hemorrhagic cystitis	inflammatory_disease	other	inflammatory_disease|urinary_system_disorder
MONDO:0000497	pyometritis	inflammatory_disease	other	inflammatory_disease|reproductive_system_disorder
MONDO:0000498	arteritic anterior ischemic optic neuropathy	inflammatory_disease	cardiovascular_disorder	cardiovascular_disorder|disorder_of_visual_system|inflammatory_disease|nervous_system_disorder
MONDO:0000499	non-arteritic anterior ischemic optic neuropathy	other	other	disorder_of_visual_system|nervous_system_disorder
MONDO:0000500	tongue squamous cell carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|otorhinolaryngologic_disease|digestive_system_disorder|mouth_disorder|nervous_system_disorder
MONDO:0000502	villous adenoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0000503	lung adenocarcinoma in situ	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|respiratory_system_disorder
MONDO:0000507	inclusion body myopathy with Paget disease of bone and frontotemporal dementia	syndromic_disease|hereditary_disease	neurodegenerative_disease|psychiatric_disorder	psychiatric_disorder|nervous_system_disorder|syndromic_disease|hereditary_disease|musculoskeletal_system_disorder
MONDO:0000508	syndromic intellectual disability	syndromic_disease	psychiatric_disorder	psychiatric_disorder|nervous_system_disorder|syndromic_disease
MONDO:0000509	non-syndromic intellectual disability	other	psychiatric_disorder	psychiatric_disorder|nervous_system_disorder
MONDO:0000510	synucleinopathy	metabolic_disease|hereditary_disease	neurodegenerative_disease|metabolic_disease	hereditary_disease|metabolic_disease|nervous_system_disorder
MONDO:0000513	bone ameloblastoma	cancer_or_benign_tumor	cancer_or_benign_tumor	connective_tissue_disorder|cancer_or_benign_tumor|mouth_disorder|musculoskeletal_system_disorder
MONDO:0000514	bone squamous cell carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	connective_tissue_disorder|cancer_or_benign_tumor|musculoskeletal_system_disorder
MONDO:0000515	bone chondrosarcoma	cancer_or_benign_tumor|hereditary_disease	cancer_or_benign_tumor	connective_tissue_disorder|cancer_or_benign_tumor|musculoskeletal_system_disorder|hereditary_disease
MONDO:0000516	phalanx chondroma	cancer_or_benign_tumor	cancer_or_benign_tumor	connective_tissue_disorder|cancer_or_benign_tumor|musculoskeletal_system_disorder
MONDO:0000517	brain stem medulloblastoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0000518	sacrum chordoma	cancer_or_benign_tumor	cancer_or_benign_tumor	connective_tissue_disorder|cancer_or_benign_tumor|musculoskeletal_system_disorder
MONDO:0000519	corpus callosum oligodendroglioma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0000520	parietal lobe ependymal tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0000521	salivary gland carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	digestive_system_disorder|mouth_disorder|cancer_or_benign_tumor
MONDO:0000524	mixed extragonadal germ cell cancer	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0000525	cecum villous adenoma	cancer_or_benign_tumor	cancer_or_benign_tumor	digestive_system_disorder|cancer_or_benign_tumor
MONDO:0000527	colon adenoma	cancer_or_benign_tumor	cancer_or_benign_tumor	digestive_system_disorder|cancer_or_benign_tumor
MONDO:0000530	rectum adenoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|digestive_system_disorder
MONDO:0000531	bronchus mucoepidermoid carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|respiratory_system_disorder
MONDO:0000532	lung combined type small cell adenocarcinoma	endocrine_system_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|respiratory_system_disorder|endocrine_system_disorder
MONDO:0000534	trachea mucoepidermoid carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|respiratory_system_disorder
MONDO:0000536	pharyngeal squamous cell carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|otorhinolaryngologic_disease|respiratory_system_disorder|digestive_system_disorder
MONDO:0000539	striated muscle rhabdoid tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	musculoskeletal_system_disorder|cancer_or_benign_tumor
MONDO:0000540	small intestinal neuroendocrine tumor G1	endocrine_system_disorder|cancer_or_benign_tumor	endocrine_system_disorder|cancer_or_benign_tumor	digestive_system_disorder|endocrine_system_disorder|cancer_or_benign_tumor
MONDO:0000541	jejunal adenocarcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	digestive_system_disorder|cancer_or_benign_tumor
MONDO:0000543	ovarian melanoma	disorder_of_development_or_morphogenesis|endocrine_system_disorder|cancer_or_benign_tumor	endocrine_system_disorder|cancer_or_benign_tumor	reproductive_system_disorder|endocrine_system_disorder|disorder_of_development_or_morphogenesis|cancer_or_benign_tumor
MONDO:0000544	mucosal melanoma	disorder_of_development_or_morphogenesis|cancer_or_benign_tumor	cancer_or_benign_tumor	disorder_of_development_or_morphogenesis|cancer_or_benign_tumor
MONDO:0000545	sublingual gland adenoid cystic carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	digestive_system_disorder|mouth_disorder|cancer_or_benign_tumor
MONDO:0000548	ovarian clear cell cancer	endocrine_system_disorder|cancer_or_benign_tumor	endocrine_system_disorder|cancer_or_benign_tumor	reproductive_system_disorder|endocrine_system_disorder|cancer_or_benign_tumor
MONDO:0000549	cervical neuroblastoma	disorder_of_development_or_morphogenesis|cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|disorder_of_development_or_morphogenesis|cancer_or_benign_tumor
MONDO:0000550	extra-adrenal sympathetic paraganglioma	disorder_of_development_or_morphogenesis|endocrine_system_disorder|cancer_or_benign_tumor|hereditary_disease	endocrine_system_disorder|cancer_or_benign_tumor	nervous_system_disorder|hereditary_disease|endocrine_system_disorder|disorder_of_development_or_morphogenesis|cancer_or_benign_tumor
MONDO:0000551	retroperitoneal neuroblastoma	disorder_of_development_or_morphogenesis|cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|disorder_of_development_or_morphogenesis|cancer_or_benign_tumor
MONDO:0000552	breast lobular carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	breast_disorder|integumentary_system_disorder|cancer_or_benign_tumor
MONDO:0000553	uterine corpus endometrial carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|reproductive_system_disorder
MONDO:0000554	endocervical adenocarcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|reproductive_system_disorder
MONDO:0000563	GRID2-related autosomal dominant spinocerebellar ataxia	hereditary_disease	psychiatric_disorder|neurodegenerative_disease	nervous_system_disorder|hereditary_disease|psychiatric_disorder
MONDO:0000565	infective endocarditis	inflammatory_disease	cardiovascular_disorder|infectious_disease	infectious_disease|cardiovascular_disorder|inflammatory_disease
MONDO:0000568	autoimmune disorder of central nervous system	other	autoimmune_disease	nervous_system_disorder|immune_system_disorder
MONDO:0000569	autoimmune disorder of endocrine system	endocrine_system_disorder	autoimmune_disease|endocrine_system_disorder	endocrine_system_disorder|immune_system_disorder
MONDO:0000572	recombinase activating gene 1 deficiency	hereditary_disease	other	hereditary_disease|immune_system_disorder
MONDO:0000573	recombinase activating gene 2 deficiency	hereditary_disease	other	hereditary_disease|immune_system_disorder
MONDO:0000577	congenital anemia	other	anemia	hematologic_disorder
MONDO:0000583	immunoglobulin beta deficiency	hereditary_disease	other	hereditary_disease|hematologic_disorder|immune_system_disorder
MONDO:0000586	autoimmune disorder of exocrine system	other	autoimmune_disease	immune_system_disorder
MONDO:0000587	autoimmune disease of ear, nose and throat	other	autoimmune_disease	otorhinolaryngologic_disease|immune_system_disorder
MONDO:0000588	autoimmune disorder of gastrointestinal tract	other	autoimmune_disease	digestive_system_disorder|immune_system_disorder
MONDO:0000589	autoimmune disorder of musculoskeletal system	other	autoimmune_disease	musculoskeletal_system_disorder|immune_system_disorder
MONDO:0000590	autoimmune disorder of peripheral nervous system	other	autoimmune_disease	immune_system_disorder|nervous_system_disorder
MONDO:0000591	intrinsic cardiomyopathy	other	cardiovascular_disorder	musculoskeletal_system_disorder|cardiovascular_disorder
MONDO:0000592	specific developmental disorder	other	psychiatric_disorder	nervous_system_disorder|psychiatric_disorder
MONDO:0000594	pervasive developmental disorder	other	psychiatric_disorder	nervous_system_disorder|psychiatric_disorder
MONDO:0000595	sexual and gender identity disorders	other	psychiatric_disorder	psychiatric_disorder
MONDO:0000596	paraphilic disorder	other	psychiatric_disorder	nervous_system_disorder|psychiatric_disorder
MONDO:0000597	Munchausen by proxy	other	psychiatric_disorder	psychiatric_disorder
MONDO:0000598	aphasia	other	psychiatric_disorder	nervous_system_disorder|psychiatric_disorder
MONDO:0000599	writing disorder	other	psychiatric_disorder	nervous_system_disorder|psychiatric_disorder
MONDO:0000600	nosophobia	hereditary_disease	psychiatric_disorder	psychiatric_disorder|nervous_system_disorder|hereditary_disease
MONDO:0000602	autoimmune disorder of blood	other	autoimmune_disease	hematologic_disorder|immune_system_disorder
MONDO:0000603	autoimmune disorder of cardiovascular system	other	cardiovascular_disorder|autoimmune_disease	cardiovascular_disorder|immune_system_disorder
MONDO:0000605	hypersensitivity reaction disease	other	other	immune_system_disorder
MONDO:0000607	primary cutaneous T-cell non-Hodgkin lymphoma	cancer_or_benign_tumor	cancer_or_benign_tumor	hematologic_disorder|cancer_or_benign_tumor|integumentary_system_disorder
MONDO:0000608	familial juvenile hyperuricemic nephropathy	hereditary_disease	other	urinary_system_disorder|hereditary_disease
MONDO:0000610	marantic endocarditis	inflammatory_disease	cardiovascular_disorder	cardiovascular_disorder|hematologic_disorder|inflammatory_disease
MONDO:0000611	pre-malignant neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0000612	lymphatic system cancer	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|immune_system_disorder
MONDO:0000615	progesterone-receptor positive breast cancer	cancer_or_benign_tumor	cancer_or_benign_tumor	breast_disorder|cancer_or_benign_tumor
MONDO:0000616	progesterone-receptor negative breast cancer	cancer_or_benign_tumor	cancer_or_benign_tumor	breast_disorder|cancer_or_benign_tumor
MONDO:0000618	Her2-receptor negative breast cancer	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|breast_disorder
MONDO:0000620	breast benign neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	breast_disorder|cancer_or_benign_tumor
MONDO:0000621	immune system cancer	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|immune_system_disorder
MONDO:0000624	benign female reproductive system neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	reproductive_system_disorder|cancer_or_benign_tumor
MONDO:0000625	benign male reproductive system neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	reproductive_system_disorder|cancer_or_benign_tumor
MONDO:0000626	vestibular gland benign neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	reproductive_system_disorder|cancer_or_benign_tumor
MONDO:0000627	benign endocrine neoplasm	cancer_or_benign_tumor|endocrine_system_disorder	endocrine_system_disorder|cancer_or_benign_tumor	endocrine_system_disorder|cancer_or_benign_tumor
MONDO:0000628	central nervous system organ benign neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0000629	cardiovascular organ benign neoplasm	cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor
MONDO:0000630	immune system organ benign neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	immune_system_disorder|cancer_or_benign_tumor
MONDO:0000631	bone benign neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	musculoskeletal_system_disorder|cancer_or_benign_tumor|connective_tissue_disorder
